"Country","Year","LifeExp","Gini","GDP"
"Sweden",2019,83.0518,29.3,57046.4463076951
"Sweden",2018,82.5321,30,53122.438677218
"Sweden",2017,82.4377,28.8,51474.1199115161
"Sweden",2016,82.3391,29.6,50289.7687144135
"Sweden",2015,82.1844,29.2,48785.1551864585
"Sweden",2014,82.2241,28.4,46841.4019746739
"Sweden",2013,81.9354,28.8,46098.2321368832
"Sweden",2012,81.7299,27.6,45206.9864434727
"Sweden",2011,81.7584,27.6,44332.5217389078
"Sweden",2010,81.519,27.7,41956.1290051562
"Sweden",2009,81.3633,27.3,40073.1481544863
"Sweden",2008,81.1373,28.1,41906.6990173542
"Sweden",2007,80.97,27.1,40814.2916498067
"Sweden",2006,80.8318,26.4,37679.7205412732
"Sweden",2005,80.6213,26.8,34198.3864576781
"Sweden",2004,80.5465,26.1,33809.3854968014
"Sweden",2003,80.1951,25.3,31791.5777659451
"Sweden",2002,79.9349,26.2,30987.2674908129
"Sweden",2001,79.8363,26.5,29949.2154477421
"Sweden",2000,79.7387,27,29629.8986478258
"Sweden",1995,78.8222,25.2,23068.858633924
"Sweden",1992,78.0712,24.9,20792.1041275876
"Switzerland",2020,83.0626,33.7,72997.8239503282
"Switzerland",2019,83.7804,34,73732.2353322093
"Switzerland",2018,83.5639,33.1,70688.8187491194
"Switzerland",2017,83.414,32.7,68193.5054944094
"Switzerland",2016,83.4457,33,67350.7518747757
"Switzerland",2015,82.8461,32.3,65282.5841931923
"Switzerland",2014,83.0841,32.5,63417.0437157565
"Switzerland",2013,82.6892,32.5,61656.4661708516
"Switzerland",2012,82.6167,31.6,59440.9158607666
"Switzerland",2011,82.5738,31.7,57493.5810559211
"Switzerland",2010,82.2873,32.6,54432.3330821362
"Switzerland",2009,81.9891,32.9,52971.3732760585
"Switzerland",2008,81.9709,33.8,53808.7841127066
"Switzerland",2007,81.7028,34.3,50929.4927044896
"Switzerland",2006,81.5495,33.9,46275.5494842863
"Switzerland",2004,81.0549,31.6,40176.5707415374
"Switzerland",2002,80.4438,31.7,38704.9584597242
"Switzerland",2000,79.834,33.4,36695.2070554187
"Switzerland",1992,77.9441,33.9,29093.3238541076
"Syrian Arab Republic",2022,72.7898,26.6,4772.46167667162
"TÃ¼rkiye",2021,75.7222,44.4,31309.9677270936
"TÃ¼rkiye",2020,76.5255,43,28680.2006288764
"TÃ¼rkiye",2019,77.737,43.8,28461.1778708152
"TÃ¼rkiye",2018,77.4535,42.4,28299.395541248
"TÃ¼rkiye",2017,77.0372,43.5,28193.1744851997
"Tajikistan",2015,69.6647,34,2975.47097476092
"Tajikistan",2009,68.2475,30.8,2171.36091639496
"Tajikistan",2007,67.4046,32.2,1966.22189887944
"Tajikistan",2004,66.6042,33.6,1550.07202045846
"Tajikistan",2003,65.8742,32.7,1395.64684231377
"Tajikistan",1999,63.1138,29.5,946.825049310502
"Thailand",2021,77.6065,34.9,20245.2424111271
"Thailand",2020,77.3314,35,19163.7415152349
"Thailand",2019,77.1967,34.9,19963.3918407099
"Thailand",2018,77.1903,36.4,18876.2208766741
"Thailand",2017,76.9888,36.4,17573.339815536
"Thailand",2016,76.7693,36.9,16671.2506902144
"Thailand",2015,76.5631,36,15791.1714762207
"Thailand",2014,76.2792,37,15365.3175402829
"Thailand",2013,75.9601,37.8,15215.9492506383
"Thailand",2012,75.5899,39.3,14616.6497925392
"Thailand",2011,75.3015,37.5,13227.454108915
"Thailand",2010,75.0117,39.4,12932.2633443196
"Thailand",2009,74.6691,39.6,11964.0529468271
"Thailand",2008,74.2205,40.3,12062.1598749873
"Thailand",2007,73.7795,39.8,11723.0995586881
"Thailand",2006,73.3413,41.8,10912.4427923789
"Thailand",2004,72.1,42.5,9545.33813821397
"Thailand",2002,71.7747,41.9,8148.43702907449
"Thailand",2000,71.2053,42.8,7289.10499433492
"Thailand",1999,70.9787,43.1,6901.27189259561
"Thailand",1998,70.7029,41.5,6589.55842700501
"Thailand",1996,69.94,42.9,7322.41464680132
"Thailand",1994,69.6609,43.5,6341.24133265062
"Thailand",1992,69.353,47.9,5346.68009420292
"Thailand",1990,68.9244,45.3,4450.52121146108
"Timor-Leste",2014,65.0268,28.7,2859.86061637696
"Timor-Leste",2007,62.3957,27.8,1515.70896669233
"Timor-Leste",2001,58.7722,35.9,1618.64404114831
"Togo",2021,61.3285,37.9,2577.20196322069
"Togo",2018,60.6006,42.5,2067.09131262388
"Togo",2015,59.2201,43,1879.66940004825
"Togo",2011,57.6118,46,1615.98236269349
"Togo",2006,56.1416,42.2,1407.06799923708
"Tonga",2021,72.1296,27.1,7034.92483755247
"Tonga",2015,71.851,33.5,5471.79683419906
"Tonga",2009,70.9489,37.5,4383.81109219878
"Tonga",2000,69.6349,37.7,3833.92763019098
"Trinidad and Tobago",1992,67.7798,40.2,8129.04428791123
"Tunisia",2021,72.8928,33.7,12375.3429338664
"Tunisia",2015,74.8748,32.8,10782.5438382441
"Tunisia",2010,74.4376,35.8,10555.0887032192
"Tunisia",2005,73.7117,37.7,8116.95489928489
"Tunisia",2000,72.6043,40.8,6278.98680882034
"Tunisia",1995,70.7855,41.7,4686.17039737068
"Tunisia",1990,69.0919,40.1,3779.68467380329
"Turkmenistan",1998,63.9664,40.8,3431.5760176391
"Tuvalu",2010,64.834,39.1,2945.12462551758
"Uganda",2019,66.3537,42.7,2441.37445233821
"Uganda",2016,64.4944,42.8,2165.29759404413
"Uganda",2012,61.5786,41,2031.94669538814
"Uganda",2009,59.1574,44.2,2014.60879443034
"Uganda",2005,54.9264,42.9,1496.50947834333
"Uganda",2002,51.4432,45.2,1254.98203506447
"Uganda",1999,48.9771,43,1099.86476365039
"Uganda",1996,47.759,39,969.38044936707
"Uganda",1992,47.6706,41.4,718.876631256189
"Ukraine",2020,73.2833,25.6,15541.02734375
"Ukraine",2019,73.9199,26.6,14217.486328125
"Ukraine",2018,73.5691,26.1,12554.8486328125
"Ukraine",2017,73.9935,26,11536.0810546875
"Ukraine",2016,73.3894,25,10864.6572265625
"Ukraine",2015,72.6862,25.5,9921.833984375
"Ukraine",2014,71.8034,24,10493.7451171875
"Ukraine",2013,71.4744,24.6,10903.8251953125
"Ukraine",2012,71.0896,24.7,9552.314453125
"Ukraine",2011,70.7106,24.6,9126.6083984375
"Ukraine",2010,70.1883,24.8,8453.2998046875
"Ukraine",2009,69.1595,25.3,7994.61572265625
"Ukraine",2008,68.2618,26.6,9323.72265625
"Ukraine",2007,67.7147,27,8900.4443359375
"Ukraine",2006,67.4901,29.8,7971.1962890625
"Ukraine",2005,67.5168,29,7142.10693359375
"Ukraine",2004,67.4724,28.9,6663.46728515625
"Ukraine",2003,67.6383,28.7,5764.01123046875
"Ukraine",2002,67.6986,29,5122.84130859375
"Ukraine",1996,67.0972,35.2,3812.24560546875
"Ukraine",1995,67.1138,39.2,4124.29541015625
"Ukraine",1993,68.2873,28.9,5766.296875
"Ukraine",1992,68.9471,29.7,6568.3330078125
"United Arab Emirates",2018,82.4493,26.4,75071.1800501443
"United Arab Emirates",2013,81.95,32.5,85514.8024335635
"United Kingdom",2021,80.708,32.4,50978.9510010202
"United Kingdom",2020,80.3854,32.6,47987.5832915072
"United Kingdom",2019,81.4426,32.8,49911.1566522001
"United Kingdom",2018,81.1229,33.7,47090.4848967293
"United Kingdom",2017,81.164,32.6,46048.2000506645
"United Kingdom",2016,81.0675,33.1,44082.1164678492
"United Kingdom",2015,80.919,33.3,42508.2708340719
"United Kingdom",2014,81.1529,33.1,41278.1275079919
"United Kingdom",2013,80.9232,32.7,39954.2191450769
"United Kingdom",2012,80.8594,33.1,38343.0869033484
"United Kingdom",2011,80.7961,33.2,37224.3787645256
"United Kingdom",2010,80.3908,33.7,36487.6718531875
"United Kingdom",2009,80.1556,35.1,35023.3323106015
"United Kingdom",2008,79.6554,35.4,36744.7913584035
"United Kingdom",2007,79.5337,34.4,35523.3115876502
"United Kingdom",2006,79.3474,35.9,34734.8160246415
"United Kingdom",2005,79.1061,35.5,32726.1331883772
"United Kingdom",2004,78.8998,34.8,32055.4717642346
"United Kingdom",2003,78.3302,34.9,30317.5243136229
"United Kingdom",2002,78.237,35.1,29089.0536770407
"United Kingdom",2001,78.1208,37.1,27915.5304404741
"United Kingdom",2000,77.8491,38.8,26529.8521734351
"United Kingdom",1999,77.3728,36.8,24493.5013657365
"United Kingdom",1998,77.2745,36.6,23687.6917522907
"United Kingdom",1997,77.1389,35.7,23065.1905194119
"United Kingdom",1996,76.8719,35.3,21938.4450220767
"United Kingdom",1995,76.614,35.5,20581.042006181
"United Kingdom",1994,76.7198,36,19712.6774084733
"United Kingdom",1993,76.1602,35.1,18633.0827722684
"United Kingdom",1992,76.3074,35,17802.1080142144
"United Kingdom",1991,75.9108,35,17382.8499586945
"United Kingdom",1990,75.7377,35.7,17054.444821826
"Uruguay",2022,76.4682,40.6,33081.5074307653
"Uruguay",2021,75.4345,40.8,29441.4774869654
"Uruguay",2020,78.3811,40.2,25777.7455310901
"Uruguay",2019,77.5028,39.7,25782.6940702439
"Uruguay",2018,77.5273,39.7,24386.4944489963
"Uruguay",2017,77.618,39.5,23606.6430641876
"Uruguay",2016,77.3511,39.7,22840.5510745329
"Uruguay",2015,77.2847,40.1,22168.6114189676
"Uruguay",2014,77.1941,40.1,21867.8112276315
"Uruguay",2013,76.9531,40.5,20661.3793411187
"Uruguay",2012,76.6914,39.9,19495.4223660846
"Uruguay",2011,76.6141,42.2,19135.3636964186
"Uruguay",2010,76.6911,44.5,17872.5369681181
"Uruguay",2009,76.67,45.5,16421.7696323609
"Uruguay",2008,76.2746,45.1,15694.2354117235
"Uruguay",2007,76.1502,46.4,14397.2249662975
"Uruguay",2006,75.8884,45.9,13179.3881130976
"Uruguay",2005,75.8286,44.7,12295.7003114467
"Uruguay",2004,75.3194,45.9,11103.1125900306
"Uruguay",2003,75.0858,45,10303.2337503168
"Uruguay",2002,74.9788,45.5,10030.1287840287
"Uruguay",2001,74.9865,45,10719.394568603
"Uruguay",2000,74.6929,42.9,10929.3002607757
"Uruguay",1998,74.0293,42.5,11002.1262086267
"Uruguay",1997,73.9199,41.5,10460.9197097785
"Uruguay",1996,73.8121,40.8,9524.08700364965
"Uruguay",1995,73.4927,40.9,8905.61798638675
"Uruguay",1992,73.1853,41.5,7808.12228059884
"Uzbekistan",2022,72.1465,31.2,10292.5309427516
"Uzbekistan",2003,66.8523,35.3,3047.24856832895
"Uzbekistan",2002,66.3763,33,2902.03983617108
"Uzbekistan",2000,65.456,36,2644.26354163948
"Uzbekistan",1998,65.1686,44.3,2417.826215108
"Vanuatu",2019,70.7834,32.3,3314.66721346101
"Vanuatu",2010,69.5703,37.4,2733.45922586053
"Viet Nam",2022,74.5025,36.1,13852.1163600719
"Viet Nam",2020,75.3832,36.8,11609.3177276423
"Viet Nam",2018,74.1004,35.7,10009.9714756006
"Viet Nam",2016,73.9837,35.3,8374.50684516118
"Viet Nam",2014,73.8859,34.8,7296.8794808738
"Viet Nam",2012,73.7619,35.6,6376.79765706172
"Viet Nam",2010,73.6107,39.3,5389.2195698842
"Viet Nam",2008,73.455,35.6,4844.06704743752
"Viet Nam",2006,73.2925,35.8,4237.40088084867
"Viet Nam",2004,73.0623,36.8,3543.09915524909
"Viet Nam",2002,73.1384,37,3001.8703876632
"Viet Nam",1997,71.67,35.4,2189.41027722532
"Viet Nam",1992,69.6197,35.7,1413.07495317701
"Yemen",2005,65.3561,34.7,3113.41739664262
"Yemen",1998,61.7878,35,2442.37484509402
"Zambia",2022,65.2791,51.5,3840.72450511141
"Zambia",2015,60.7284,55.8,3337.47306887696
"Zambia",2010,56.896,52,3097.66400496223
"Zambia",2006,52.6928,54.6,2377.99239772676
"Zambia",2004,50.5398,54.3,2067.93728459125
"Zambia",2002,48.4614,42.1,1837.06585171666
"Zambia",1998,45.7095,49.1,1600.62825158823
"Zambia",1996,45.7565,48.3,1584.5816634917
"Zambia",1993,46.6781,52.6,1606.66943650035
"Zambia",1991,47.4431,59.4,1534.00129943561
"Zimbabwe",2019,61.0603,50.3,3211.47191261594
"Zimbabwe",2017,60.2626,44.3,7045.35742588314
"Zimbabwe",2011,53.9112,43.2,1993.43530634353
